TAZ,TAZT,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU
8409,8409,115,1,0,0,0,0
8412,8412,186,2,0,0,0,0
8420,8420,111,1,0,0,0,0
8431,8431,221,2,0,0,0,0
8434,8434,211,3,0,0,0,0
20230,20230,744,1,0,0,0,0
4439,4439,150,2,0,0,0,0
4443,4443,152,2,0,0,0,0
5020,5020,438,0,0,0,0,0
15636,15636,238,1,0,0,0,0
15802,15802,1209,1,0,0,0,0
15810,15810,381,1,0,0,0,0
15824,15824,1861,1,0,0,0,0
16006,16006,805,0,0,0,0,0
16007,16007,75,0,0,0,0,0
16008,16008,154,1,0,0,0,0
10202,10202,697,1,0,0,0,0
10212,10212,3698,0,0,0,0,0
10226,10226,328,1,0,0,0,0
10429,10429,479,2,0,0,0,0
10432,10432,107,1,0,0,0,0
20249,20249,942,1,0,0,0,0
20283,20283,300,1,0,0,0,0
5038,5038,2549,2,0,0,0,0
6012,6012,1085,1,0,0,0,0
6013,6013,317,1,0,0,0,0
6212,6212,55,0,0,0,0,0
6219,6219,260,0,0,0,0,0
16039,16039,216,3,0,0,0,0
16204,16204,317,1,0,0,0,0
18009,18009,531,1,0,0,0,0
18013,18013,8798,2,0,0,0,0
10443,10443,87,3,0,0,0,0
11003,11003,884,1,0,0,0,0
11410,11410,94,2,0,0,0,0
20412,20412,346,2,0,0,0,0
20430,20430,48,1,0,0,0,0
20616,20616,0,0,0,0,0,0
20628,20628,27,1,0,0,0,0
20636,20636,133,1,0,0,0,0
6223,6223,98,1,0,0,0,0
6604,6604,413,1,0,0,0,0
6613,6613,121,1,0,0,0,0
18412,18412,130,0,0,0,0,0
18430,18430,199,2,0,0,0,0
18431,18431,656,2,0,0,0,0
18607,18607,2109,1,0,0,0,0
18634,18634,868,1,0,0,0,0
11824,11824,104,1,0,0,0,0
12007,12007,180,1,0,0,0,0
12210,12210,875,1,0,0,0,0
20656,20656,65,3,0,0,0,0
20807,20807,0,1,0,0,0,0
20808,20808,23,2,0,0,0,0
20811,20811,0,1,0,0,0,0
20828,20828,0,1,0,0,0,0
22020,22020,222,2,0,0,0,0
7015,7015,559,1,0,0,0,0
7037,7037,1438,1,0,0,0,0
7041,7041,346,2,0,0,0,0
7211,7211,171,3,0,0,0,0
7224,7224,336,3,0,0,0,0
7409,7409,90,0,0,0,0,0
18803,18803,372,1,0,0,0,0
18805,18805,1852,2,0,0,0,0
18828,18828,3240,3,0,0,0,0
18830,18830,577,2,0,0,0,0
19018,19018,163,2,0,0,0,0
